 Subject           Activity                                 Measurement     Mean
      14 WALKING_DOWNSTAIRS             FrequencyBodyAccelartionStdDevX  0.01408
      14 WALKING_DOWNSTAIRS             FrequencyBodyAccelartionStdDevY  0.29363
      14 WALKING_DOWNSTAIRS             FrequencyBodyAccelartionStdDevZ  0.42756
      14 WALKING_DOWNSTAIRS           FrequencyBodyAccelartionJerkMeanX -0.03378
      14 WALKING_DOWNSTAIRS           FrequencyBodyAccelartionJerkMeanY  0.16478
      14 WALKING_DOWNSTAIRS           FrequencyBodyAccelartionJerkMeanZ -0.02488
      14 WALKING_DOWNSTAIRS         FrequencyBodyAccelartionJerkStdDevX -0.03024
      14 WALKING_DOWNSTAIRS         FrequencyBodyAccelartionJerkStdDevY  0.13874
      14 WALKING_DOWNSTAIRS         FrequencyBodyAccelartionJerkStdDevZ -0.24486
      14 WALKING_DOWNSTAIRS                FrequencyBodyGyroscopicMeanX -0.29532
      14 WALKING_DOWNSTAIRS                FrequencyBodyGyroscopicMeanY  0.01321
      14 WALKING_DOWNSTAIRS                FrequencyBodyGyroscopicMeanZ  0.49241
      14 WALKING_DOWNSTAIRS              FrequencyBodyGyroscopicStdDevX -0.37888
      14 WALKING_DOWNSTAIRS              FrequencyBodyGyroscopicStdDevY  0.07414
      14 WALKING_DOWNSTAIRS              FrequencyBodyGyroscopicStdDevZ  0.18279
      14 WALKING_DOWNSTAIRS       FrequencyBodyAccelartionMagnitudeMean  0.47191
      14 WALKING_DOWNSTAIRS     FrequencyBodyAccelartionMagnitudeStdDev  0.17868
      14 WALKING_DOWNSTAIRS   FrequencyBodyAccelartionJerkMagnitudeMean  0.18622
      14 WALKING_DOWNSTAIRS FrequencyBodyAccelartionJerkMagnitudeStdDev  0.19426
      14 WALKING_DOWNSTAIRS        FrequencyBodyGyroscopicMagnitudeMean -0.07876
      14 WALKING_DOWNSTAIRS      FrequencyBodyGyroscopicMagnitudeStdDev -0.22393
      14 WALKING_DOWNSTAIRS    FrequencyBodyGyroscopicJerkMagnitudeMean -0.25475
      14 WALKING_DOWNSTAIRS  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.35685
      14            SITTING                    TimeBodyAccelartionMeanX  0.27999
      14            SITTING                    TimeBodyAccelartionMeanY -0.00871
      14            SITTING                    TimeBodyAccelartionMeanZ -0.10040
      14            SITTING                  TimeBodyAccelartionStdDevX -0.97630
      14            SITTING                  TimeBodyAccelartionStdDevY -0.91494
      14            SITTING                  TimeBodyAccelartionStdDevZ -0.92277
      14            SITTING                 TimeGravityAccelartionMeanX  0.93904
      14            SITTING                 TimeGravityAccelartionMeanY -0.03645
      14            SITTING                 TimeGravityAccelartionMeanZ -0.09460
      14            SITTING               TimeGravityAccelartionStdDevX -0.97628
      14            SITTING               TimeGravityAccelartionStdDevY -0.95032
      14            SITTING               TimeGravityAccelartionStdDevZ -0.93842
      14            SITTING                TimeBodyAccelartionJerkMeanX  0.07419
      14            SITTING                TimeBodyAccelartionJerkMeanY -0.00436
      14            SITTING                TimeBodyAccelartionJerkMeanZ -0.01057
      14            SITTING              TimeBodyAccelartionJerkStdDevX -0.98089
      14            SITTING              TimeBodyAccelartionJerkStdDevY -0.96783
      14            SITTING              TimeBodyAccelartionJerkStdDevZ -0.97613
      14            SITTING                     TimeBodyGyroscopicMeanX -0.04404
      14            SITTING                     TimeBodyGyroscopicMeanY -0.07135
      14            SITTING                     TimeBodyGyroscopicMeanZ  0.09285
      14            SITTING                   TimeBodyGyroscopicStdDevX -0.98083
      14            SITTING                   TimeBodyGyroscopicStdDevY -0.96205
      14            SITTING                   TimeBodyGyroscopicStdDevZ -0.95290
      14            SITTING                 TimeBodyGyroscopicJerkMeanX -0.09216
      14            SITTING                 TimeBodyGyroscopicJerkMeanY -0.04346
      14            SITTING                 TimeBodyGyroscopicJerkMeanZ -0.05201
      14            SITTING               TimeBodyGyroscopicJerkStdDevX -0.99028
      14            SITTING               TimeBodyGyroscopicJerkStdDevY -0.98691
      14            SITTING               TimeBodyGyroscopicJerkStdDevZ -0.98282
      14            SITTING            TimeBodyAccelartionMagnitudeMean -0.94420
      14            SITTING          TimeBodyAccelartionMagnitudeStdDev -0.92550
      14            SITTING         TimeGravityAccelartionMagnitudeMean -0.94420
      14            SITTING       TimeGravityAccelartionMagnitudeStdDev -0.92550
      14            SITTING        TimeBodyAccelartionJerkMagnitudeMean -0.97652
      14            SITTING      TimeBodyAccelartionJerkMagnitudeStdDev -0.97334
      14            SITTING             TimeBodyGyroscopicMagnitudeMean -0.94276
      14            SITTING           TimeBodyGyroscopicMagnitudeStdDev -0.94708
      14            SITTING         TimeBodyGyroscopicJerkMagnitudeMean -0.98832
      14            SITTING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.98696
      14            SITTING               FrequencyBodyAccelartionMeanX -0.97646
      14            SITTING               FrequencyBodyAccelartionMeanY -0.93264
      14            SITTING               FrequencyBodyAccelartionMeanZ -0.94413
      14            SITTING             FrequencyBodyAccelartionStdDevX -0.97630
      14            SITTING             FrequencyBodyAccelartionStdDevY -0.91159
      14            SITTING             FrequencyBodyAccelartionStdDevZ -0.91768
      14            SITTING           FrequencyBodyAccelartionJerkMeanX -0.98157
      14            SITTING           FrequencyBodyAccelartionJerkMeanY -0.96895
      14            SITTING           FrequencyBodyAccelartionJerkMeanZ -0.97275
      14            SITTING         FrequencyBodyAccelartionJerkStdDevX -0.98192
      14            SITTING         FrequencyBodyAccelartionJerkStdDevY -0.96894
      14            SITTING         FrequencyBodyAccelartionJerkStdDevZ -0.97818
      14            SITTING                FrequencyBodyGyroscopicMeanX -0.97858
      14            SITTING                FrequencyBodyGyroscopicMeanY -0.96981
      14            SITTING                FrequencyBodyGyroscopicMeanZ -0.95702
      14            SITTING              FrequencyBodyGyroscopicStdDevX -0.98157
      14            SITTING              FrequencyBodyGyroscopicStdDevY -0.95823
      14            SITTING              FrequencyBodyGyroscopicStdDevZ -0.95603
      14            SITTING       FrequencyBodyAccelartionMagnitudeMean -0.94059
      14            SITTING     FrequencyBodyAccelartionMagnitudeStdDev -0.92919
      14            SITTING   FrequencyBodyAccelartionJerkMagnitudeMean -0.97299
      14            SITTING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.97296
      14            SITTING        FrequencyBodyGyroscopicMagnitudeMean -0.96332
      14            SITTING      FrequencyBodyGyroscopicMagnitudeStdDev -0.94652
      14            SITTING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.98732
      14            SITTING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.98707
      14           STANDING                    TimeBodyAccelartionMeanX  0.28055
      14           STANDING                    TimeBodyAccelartionMeanY -0.01521
      14           STANDING                    TimeBodyAccelartionMeanZ -0.10382
      14           STANDING                  TimeBodyAccelartionStdDevX -0.97327
      14           STANDING                  TimeBodyAccelartionStdDevY -0.92853
      14           STANDING                  TimeBodyAccelartionStdDevZ -0.92228
      14           STANDING                 TimeGravityAccelartionMeanX  0.87532
      14           STANDING                 TimeGravityAccelartionMeanY -0.22669
      14           STANDING                 TimeGravityAccelartionMeanZ -0.33817
      14           STANDING               TimeGravityAccelartionStdDevX -0.97201
      14           STANDING               TimeGravityAccelartionStdDevY -0.96578
      14           STANDING               TimeGravityAccelartionStdDevZ -0.94076
      14           STANDING                TimeBodyAccelartionJerkMeanX  0.07379
      14           STANDING                TimeBodyAccelartionJerkMeanY  0.00580
      14           STANDING                TimeBodyAccelartionJerkMeanZ -0.00721
      14           STANDING              TimeBodyAccelartionJerkStdDevX -0.97825
      14           STANDING              TimeBodyAccelartionJerkStdDevY -0.96636
      14           STANDING              TimeBodyAccelartionJerkStdDevZ -0.97077
      14           STANDING                     TimeBodyGyroscopicMeanX -0.02209
      14           STANDING                     TimeBodyGyroscopicMeanY -0.05581
      14           STANDING                     TimeBodyGyroscopicMeanZ  0.07905
      14           STANDING                   TimeBodyGyroscopicStdDevX -0.96109
      14           STANDING                   TimeBodyGyroscopicStdDevY -0.94628
      14           STANDING                   TimeBodyGyroscopicStdDevZ -0.94659
      14           STANDING                 TimeBodyGyroscopicJerkMeanX -0.10072
      14           STANDING                 TimeBodyGyroscopicJerkMeanY -0.04501
      14           STANDING                 TimeBodyGyroscopicJerkMeanZ -0.05090
      14           STANDING               TimeBodyGyroscopicJerkStdDevX -0.96995
      14           STANDING               TimeBodyGyroscopicJerkStdDevY -0.97069
      14           STANDING               TimeBodyGyroscopicJerkStdDevZ -0.97469
      14           STANDING            TimeBodyAccelartionMagnitudeMean -0.94346
      14           STANDING          TimeBodyAccelartionMagnitudeStdDev -0.93674
      14           STANDING         TimeGravityAccelartionMagnitudeMean -0.94346
      14           STANDING       TimeGravityAccelartionMagnitudeStdDev -0.93674
      14           STANDING        TimeBodyAccelartionJerkMagnitudeMean -0.97297
      14           STANDING      TimeBodyAccelartionJerkMagnitudeStdDev -0.97044
      14           STANDING             TimeBodyGyroscopicMagnitudeMean -0.94353
      14           STANDING           TimeBodyGyroscopicMagnitudeStdDev -0.93143
      14           STANDING         TimeBodyGyroscopicJerkMagnitudeMean -0.97487
      14           STANDING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.96683
      14           STANDING               FrequencyBodyAccelartionMeanX -0.97270
      14           STANDING               FrequencyBodyAccelartionMeanY -0.94218
      14           STANDING               FrequencyBodyAccelartionMeanZ -0.94242
      14           STANDING             FrequencyBodyAccelartionStdDevX -0.97361
      14           STANDING             FrequencyBodyAccelartionStdDevY -0.92606
      14           STANDING             FrequencyBodyAccelartionStdDevZ -0.91778
      14           STANDING           FrequencyBodyAccelartionJerkMeanX -0.97818
      14           STANDING           FrequencyBodyAccelartionJerkMeanY -0.96725
      14           STANDING           FrequencyBodyAccelartionJerkMeanZ -0.96672
      14           STANDING         FrequencyBodyAccelartionJerkStdDevX -0.98040
      14           STANDING         FrequencyBodyAccelartionJerkStdDevY -0.96783
      14           STANDING         FrequencyBodyAccelartionJerkStdDevZ -0.97359
      14           STANDING                FrequencyBodyGyroscopicMeanX -0.95711
      14           STANDING                FrequencyBodyGyroscopicMeanY -0.95084
      14           STANDING                FrequencyBodyGyroscopicMeanZ -0.95100
      14           STANDING              FrequencyBodyGyroscopicStdDevX -0.96274
      14           STANDING              FrequencyBodyGyroscopicStdDevY -0.94431
      14           STANDING              FrequencyBodyGyroscopicStdDevZ -0.95016
      14           STANDING       FrequencyBodyAccelartionMagnitudeMean -0.94972
      14           STANDING     FrequencyBodyAccelartionMagnitudeStdDev -0.93980
      14           STANDING   FrequencyBodyAccelartionJerkMagnitudeMean -0.97021
      14           STANDING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.96968
      14           STANDING        FrequencyBodyGyroscopicMagnitudeMean -0.94441
      14           STANDING      FrequencyBodyGyroscopicMagnitudeStdDev -0.93482
      14           STANDING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.96918
      14           STANDING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.96602
      14             LAYING                    TimeBodyAccelartionMeanX  0.23328
      14             LAYING                    TimeBodyAccelartionMeanY -0.01134
      14             LAYING                    TimeBodyAccelartionMeanZ -0.08683
      14             LAYING                  TimeBodyAccelartionStdDevX -0.91750
      14             LAYING                  TimeBodyAccelartionStdDevY -0.90970
      14             LAYING                  TimeBodyAccelartionStdDevZ -0.90033
      14             LAYING                 TimeGravityAccelartionMeanX -0.14548
      14             LAYING                 TimeGravityAccelartionMeanY  0.48540
      14             LAYING                 TimeGravityAccelartionMeanZ  0.83656
      14             LAYING               TimeGravityAccelartionStdDevX -0.86214
      14             LAYING               TimeGravityAccelartionStdDevY -0.94877
      14             LAYING               TimeGravityAccelartionStdDevZ -0.90130
      14             LAYING                TimeBodyAccelartionJerkMeanX  0.09814
      14             LAYING                TimeBodyAccelartionJerkMeanY -0.00832
      14             LAYING                TimeBodyAccelartionJerkMeanZ -0.03236
      14             LAYING              TimeBodyAccelartionJerkStdDevX -0.97147
      14             LAYING              TimeBodyAccelartionJerkStdDevY -0.96813
      14             LAYING              TimeBodyAccelartionJerkStdDevZ -0.97243
      14             LAYING                     TimeBodyGyroscopicMeanX  0.00505
      14             LAYING                     TimeBodyGyroscopicMeanY -0.15342
